"district_name","condition","pre_mean","pre_std","pre_mean_pct","post_mean","post_std","post_mean_pct","p_value"
"Narayanpet","ane",7.8,1,77.8,8.2,1,82.2,0.346414
"Narayanpet","aph",5.8,1.6,58.3,7.3,1.9,73.3,0.049344
"Narayanpet","gdm",6.8,1.7,68.2,8.7,0.8,87.3,0.004807
"Narayanpet","htn",7.6,1.3,76.4,8,0.9,80,0.451493
"Narayanpet","qanc",9.6,0.7,96,9.5,0.5,95,0.722502
"Nirmal","ane",6.7,1.4,67.3,7.5,1.7,74.7,0.210461
"Nirmal","aph",3.8,1.9,38.2,5.7,1.6,57.3,0.021253
"Nirmal","gdm",5.1,1.5,51.4,7.1,1.2,71.4,0.000602
"Nirmal","htn",7.1,1.5,70.6,7.4,1.4,74.4,0.462351
"Nirmal","qanc",7.6,1.6,75.7,7.6,1.4,76.4,0.902481
"Nizamabad","ane",7.2,1.4,72.3,8.3,1.3,82.7,0.008632
"Nizamabad","aph",5.2,1.6,52.4,6.4,1.4,64.3,0.016547
"Nizamabad","gdm",5.9,1.5,59.2,7.8,1.4,77.6,5.8e-05
"Nizamabad","htn",6.5,1.8,64.6,7,1.5,69.6,0.295028
"Nizamabad","qanc",8.2,1.4,82.1,8.2,1.2,81.6,0.902074
"Rajanna Sircilla","ane",7.9,1.6,79.3,8.6,1,85.7,0.215983
"Rajanna Sircilla","aph",5.6,1.3,55.8,7.4,1.4,74.2,0.003645
"Rajanna Sircilla","gdm",5.2,1.5,52.5,8,1,80,3.4e-05
"Rajanna Sircilla","htn",7.2,1.1,72.3,8.2,1.4,81.5,0.07444
"Rajanna Sircilla","qanc",8.8,1.2,88.5,8.3,1.2,83.1,0.263246
"Rangareddy","ane",7.6,1.7,76.1,8,1.8,80.4,0.406967
"Rangareddy","aph",5,1.9,50.5,6.9,1.6,69.1,0.001037
"Rangareddy","gdm",5.9,1.6,59.2,8.1,1.3,80.8,4e-06
"Rangareddy","htn",7,1.4,70.5,7.5,1.3,75.5,0.231709
"Rangareddy","qanc",8.3,1.3,82.8,8.7,1.1,86.8,0.255686
"Sangareddy","ane",7.7,1.1,76.8,9,1,90.5,0.000121
"Sangareddy","aph",5.3,1.1,52.9,6.3,1,62.9,0.003855
"Sangareddy","gdm",6,1.6,60,8.3,1.2,83.2,2e-05
"Sangareddy","htn",6.9,1.4,68.6,7.4,1.3,74.3,0.174418
"Sangareddy","qanc",8.4,1.5,83.8,8.1,1.4,81.2,0.630536
"Siddipet","ane",8.3,1.6,82.9,9,1.5,89.5,0.173578
"Siddipet","aph",5.2,1.3,52.2,7,1.4,70,0.00035
"Siddipet","gdm",5.8,1.3,57.6,6.2,1,62.4,0.240838
"Siddipet","htn",6.1,1.2,61.3,6.9,1.4,69.4,0.093478
"Siddipet","qanc",8.5,0.9,85,8.4,0.8,84.5,0.849307
"Suryapet","ane",7.1,1,70.7,8.1,1.1,81.3,0.011543
"Suryapet","aph",4.7,1.4,46.9,5.7,1.2,56.9,0.041554
"Suryapet","gdm",6.2,1.3,62,8.5,0.9,85.3,5e-06
"Suryapet","htn",6.1,1.5,60.7,7.3,1.4,73.3,0.025289
"Suryapet","qanc",8,1.1,80,8.3,1,82.7,0.493054
"Vikarabad","ane",8.2,0.4,82,9,0.7,90,0.071225
"Vikarabad","qanc",9,0,90,9,1,90,1
"Wanaparthy","ane",7.2,1.4,71.8,7.8,1.1,77.6,0.178117
"Wanaparthy","aph",5.1,1.8,51.2,7.4,1.5,73.5,0.000486
"Wanaparthy","gdm",5.8,1.6,57.6,8.6,1.3,86.5,3e-06
"Wanaparthy","htn",7.4,1.5,74,7.9,1,79.3,0.247463
"Wanaparthy","qanc",8.1,1.3,81.1,8.6,1.1,86.1,0.225143
"Warangal Rural","ane",7,NA,70,7,NA,70,NA
"Warangal Rural","aph",4.4,0.9,44.4,7.8,1,77.8,1e-06
"Warangal Rural","gdm",5.2,1,52.2,7.1,1.4,71.1,0.004286
"Warangal Rural","htn",6.9,1.8,69,7.9,1,79,0.145022
"Warangal Rural","qanc",8.4,1,84.3,8.9,0.9,88.6,0.409808
"Warangal Urban","ane",7.1,1.6,71.3,8.2,1.6,81.7,0.0156
"Warangal Urban","aph",5.2,1.9,51.9,7,1.4,70.4,0.000281
"Warangal Urban","gdm",5.7,1.6,56.6,7.8,1.4,78.3,1e-06
"Warangal Urban","htn",6.3,1.8,62.8,7.2,1.3,71.9,0.024805
"Warangal Urban","qanc",7.8,1.3,77.5,8.5,1.2,84.7,0.017893
"Yadadri Bhuvanagiri","ane",6.6,1.7,65.7,8.5,1.2,84.8,0.000202
"Yadadri Bhuvanagiri","aph",5,1.5,49.5,7.6,1.3,76,1e-06
"Yadadri Bhuvanagiri","gdm",6.1,1.3,60.7,8.3,1.2,83.3,2.4e-05
"Yadadri Bhuvanagiri","htn",6.6,1.4,66.4,8,1.2,80,0.001204
"Yadadri Bhuvanagiri","qanc",8,1.4,80.5,8,1.1,80.5,1
"Overall Average","ane",7.4,1.6,74,8.3,1.3,83.4,NA
"Overall Average","aph",5.1,1.6,51.4,6.9,1.5,68.6,NA
"Overall Average","gdm",6,1.6,60.4,8.1,1.5,80.7,NA
"Overall Average","htn",6.7,1.5,67.4,7.4,1.4,74.3,NA
"Overall Average","qanc",8.2,1.3,81.7,8.6,1.2,85.6,NA
